
 displacements (vx,vy,vz) for set LEFT_LOWER_DATUM and time  0.1000000E+01
      1394   4  1.329895E+02  1.554011E+01  4.521451E+00  6.388154E+01 -2.642633E+00  5.895825E+00
      1394   5  8.257886E+01 -2.461380E+01 -2.968954E+00  3.094424E+01  2.082083E+00 -3.382767E+00
      1394   6  1.425758E+02  1.652570E+00  3.858401E+00  4.453858E+01  2.104685E+00 -2.895229E+00
      1394   7  8.805792E+01 -2.313073E+01 -8.042787E-01  3.227867E+01  7.747161E-02  3.527180E+00
      1394   8  1.478507E+02  2.871966E+00  5.894389E+00  4.568240E+01  1.397165E-01  4.012478E+00
      1395   1  1.594006E+02  1.162044E+01 -2.510819E+00  7.373141E+01 -6.788227E-02 -2.219307E+00
      1395   2  2.106367E+02  3.268434E+01  7.241963E-01  8.481583E+01  3.566409E-02 -1.580885E+00
      1395   3  1.648578E+02  1.256478E+01 -5.702969E-01  7.464486E+01 -1.924844E+00  4.451331E+00
      1395   4  2.159778E+02  3.344660E+01  2.583988E+00  8.557927E+01 -1.784847E+00  5.084888E+00
      1395   5  1.738664E+02 -9.080723E-01 -1.211900E+00  5.622197E+01  2.747046E+00 -4.206741E+00
      1395   6  2.246281E+02  2.073530E+01  2.183150E+00  6.798998E+01  2.916765E+00 -3.736516E+00
      1395   7  1.792432E+02  2.282854E-01  8.352709E-01  5.704209E+01  8.941161E-01  2.430035E+00
      1395   8  2.298952E+02  2.168528E+01  4.152886E+00  6.866374E+01  1.099629E+00  2.897272E+00
      1396   1 -2.973681E+02 -5.333492E+01 -1.145726E+01 -6.948697E+01 -1.576080E+00 -4.178444E+00
      1396   2 -1.850548E+02 -3.553343E+00  9.685348E+00 -4.655534E+01 -1.639598E+00 -2.329449E+00
      1396   3 -2.883580E+02 -5.154462E+01 -8.264384E+00 -6.487047E+01 -4.734429E+00  5.890829E+00
      1396   4 -1.767971E+02 -2.433216E+00  1.246446E+01 -4.237322E+01 -4.713358E+00  7.746411E+00
      1396   5 -2.770895E+02 -7.401157E+01 -1.167163E+01 -9.609202E+01  1.868922E+00 -4.461113E+00
      1396   6 -1.657530E+02 -2.301506E+01  9.735448E+00 -7.173665E+01  1.797579E+00 -2.811434E+00
      1396   7 -2.682488E+02 -7.175714E+01 -8.309159E+00 -9.152436E+01 -1.274107E+00  5.528783E+00
      1396   8 -1.576508E+02 -2.145084E+01  1.268634E+01 -6.760075E+01 -1.261999E+00  7.189406E+00
      1397   1 -1.523188E+02 -4.619494E+01 -1.131303E+01 -1.622138E+01 -1.113754E+00 -3.093196E+00
      1397   2 -6.271192E+01 -6.671195E+00  5.633576E+00  1.812255E+00 -1.510852E+00 -1.386775E+00
      1397   3 -1.446060E+02 -4.545430E+01 -8.795352E+00 -1.229179E+01 -3.446751E+00  4.896848E+00
      1397   4 -5.576111E+01 -6.553989E+00  7.745793E+00  5.356477E+00 -3.791685E+00  6.599518E+00
      1397   5 -1.340843E+02 -6.317327E+01 -1.073051E+01 -3.951239E+01  2.332070E+00 -3.784413E+00
      1397   6 -4.527749E+01 -2.272500E+01  6.404587E+00 -2.033808E+01  1.893938E+00 -2.301513E+00
      1397   7 -1.265308E+02 -6.196293E+01 -8.049854E+00 -3.559192E+01  8.381750E-03  4.148854E+00
      1397   8 -3.847431E+01 -2.215729E+01  8.680695E+00 -1.680254E+01 -3.781378E-01  5.631055E+00
      1398   1 -2.984040E+01 -3.096002E+01 -7.252315E+00  2.305767E+01 -9.150065E-01 -2.815912E+00
      1398   2  4.244462E+01 -2.870779E-04  3.235124E+00  3.779222E+01 -1.311404E+00 -1.271523E+00
      1398   3 -2.304596E+01 -3.085423E+01 -5.182977E+00  2.614115E+01 -3.009450E+00  4.681438E+00
      1398   4  4.862706E+01 -3.954877E-01  4.980144E+00  4.056393E+01 -3.364123E+00  6.219581E+00
      1398   5 -1.321898E+01 -4.555962E+01 -6.206839E+00  2.205750E+00  2.476833E+00 -3.925976E+00
      1398   6  5.840891E+01 -1.384747E+01  4.451237E+00  1.788163E+01  2.050418E+00 -2.600292E+00
      1398   7 -6.564305E+00 -4.504266E+01 -3.985243E+00  5.279507E+00  3.895178E-01  3.523217E+00
      1398   8  6.446153E+01 -1.384646E+01  6.349991E+00  2.064409E+01  4.392332E-03  4.845179E+00
      1399   1  7.510735E+01 -1.124811E+01 -4.893979E+00  5.265376E+01 -6.725405E-01 -2.886333E+00
      1399   2  1.351166E+02  1.377906E+01  1.298709E+00  6.509864E+01 -1.011282E+00 -1.537186E+00
      1399   3  8.130336E+01 -1.137458E+01 -3.057518E+00  5.500077E+01 -2.563115E+00  4.166010E+00
      1399   4  1.408400E+02  1.325580E+01  2.883340E+00  6.719357E+01 -2.867378E+00  5.507337E+00
      1399   5  9.045528E+01 -2.433349E+01 -3.561037E+00  3.362156E+01  2.676593E+00 -4.390800E+00
      1399   6  1.499149E+02  1.334595E+00  2.792869E+00  4.686334E+01  2.325166E+00 -3.252799E+00
      1399   7  9.652975E+01 -2.410525E+01 -1.582977E+00  3.594993E+01  7.910937E-01  2.620959E+00
      1399   8  1.555252E+02  1.154542E+00  4.521012E+00  4.894041E+01  4.737684E-01  3.753257E+00
      1400   1  1.673158E+02  1.123152E+01 -3.343606E+00  7.554586E+01 -4.102846E-01 -2.895351E+00
      1400   2  2.187108E+02  3.236926E+01  7.096776E-01  8.635635E+01 -5.079115E-01 -1.855946E+00
      1400   3  1.735057E+02  1.157259E+01 -1.352013E+00  7.708959E+01 -2.052171E+00  3.549294E+00
      1400   4  2.246127E+02  3.243647E+01  2.541466E+00  8.771188E+01 -2.117892E+00  4.581203E+00
      1400   5  1.816431E+02 -9.281143E-01 -1.833951E+00  5.789162E+01  2.927919E+00 -4.767746E+00
      1400   6  2.325728E+02  2.077834E+01  2.379614E+00  6.939135E+01  2.858803E+00 -3.917060E+00
      1400   7  1.877304E+02 -3.205886E-01  2.768052E-01  5.938828E+01  1.288765E+00  1.642440E+00
      1400   8  2.383791E+02  2.110465E+01  4.333055E+00  7.070165E+01  1.251092E+00  2.487450E+00
      1401   1 -3.044642E+02 -7.739775E+01 -2.553900E+01 -1.034828E+02  8.154977E-01 -2.820314E+00
      1401   2 -1.929559E+02 -1.755544E+01  6.119851E+00 -7.447760E+01  7.719749E-01 -2.555081E+00
      1401   3 -3.046962E+02 -7.671178E+01 -2.548189E+01 -1.023840E+02 -2.592775E+00  3.897804E+00
      1401   4 -1.929749E+02 -1.705877E+01  6.194177E+00 -7.355599E+01 -2.549492E+00  4.185573E+00
      1401   5 -2.801293E+02 -1.032657E+02 -2.669678E+01 -1.248372E+02  1.486519E+00 -3.768657E+00
      1401   6 -1.698564E+02 -4.197219E+01  5.180255E+00 -9.468933E+01  1.529366E+00 -3.657317E+00
      1401   7 -2.803942E+02 -1.024704E+02 -2.656137E+01 -1.239745E+02 -1.892888E+00  2.884048E+00
      1401   8 -1.699032E+02 -4.136876E+01  5.336141E+00 -9.399112E+01 -1.765133E+00  3.021978E+00
      1402   1 -1.672973E+02 -5.522305E+01 -1.208787E+01 -3.613169E+01  7.031325E-01 -2.304901E+00
      1402   2 -8.064155E+01 -1.024414E+01  7.247940E+00 -1.320410E+01  6.768609E-01 -2.126665E+00
      1402   3 -1.669140E+02 -5.475698E+01 -1.189505E+01 -3.547948E+01 -2.621607E+00  4.588748E+00
      1402   4 -8.008592E+01 -9.922005E+00  7.459701E+00 -1.269211E+01 -2.572673E+00  4.784826E+00
      1402   5 -1.454489E+02 -7.675413E+01 -1.242256E+01 -5.496398E+01  1.558923E+00 -3.581174E+00
      1402   6 -5.978395E+01 -3.064154E+01  7.114411E+00 -3.111406E+01  1.618269E+00 -3.553912E+00
      1402   7 -1.450900E+02 -7.618931E+01 -1.214648E+01 -5.451596E+01 -1.739533E+00  3.252597E+00
      1402   8 -5.924837E+01 -3.022233E+01  7.412854E+00 -3.079631E+01 -1.606641E+00  3.301235E+00
      1403   1 -5.230914E+01 -2.962575E+01 -4.688631E+00  1.364428E+01  6.687277E-01 -2.032160E+00
      1403   2  1.728886E+01  5.451925E+00  6.920483E+00  3.242109E+01  6.468706E-01 -1.894814E+00
      1403   3 -5.150899E+01 -2.937916E+01 -4.418047E+00  1.397649E+01 -2.471060E+00  4.760645E+00
      1403   4  1.823176E+01  5.583242E+00  7.209641E+00  3.263818E+01 -2.428962E+00  4.911129E+00
      1403   5 -3.240054E+01 -4.826574E+01 -4.464871E+00 -3.282309E+00  1.693950E+00 -3.613305E+00
      1403   6  3.638478E+01 -1.226044E+01  7.335128E+00  1.625864E+01  1.757262E+00 -3.626016E+00
      1403   7 -3.161815E+01 -4.792696E+01 -4.107631E+00 -3.131649E+00 -1.422732E+00  3.126465E+00
      1403   8  3.731393E+01 -1.203790E+01  7.714393E+00  1.630240E+01 -1.296896E+00  3.129924E+00
      1404   1  4.657289E+01 -2.425450E+00 -8.681754E-01  5.164933E+01  6.701918E-01 -1.876818E+00
      1404   2  1.040552E+02  2.583797E+01  5.823391E+00  6.748057E+01  6.502037E-01 -1.747212E+00
      1404   3  4.765943E+01 -2.405527E+00 -5.607206E-01  5.174234E+01 -2.240723E+00  4.667764E+00
      1404   4  1.052640E+02  2.576274E+01  6.148902E+00  6.747689E+01 -2.206892E+00  4.806208E+00
      1404   5  6.493317E+01 -1.911071E+01 -2.547963E-01  3.620046E+01  1.853829E+00 -3.748193E+00
      1404   6  1.217361E+02  9.940749E+00  6.619667E+00  5.267857E+01  1.919194E+00 -3.768432E+00
      1404   7  6.600729E+01 -1.900399E+01  1.410677E-01  3.612833E+01 -1.037394E+00  2.750665E+00
      1404   8  1.229360E+02  9.951641E+00  7.036914E+00  5.251663E+01 -9.194333E-01  2.741836E+00
      1405   1  1.333229E+02  2.530598E+01  8.778032E-01  8.152751E+01  6.964911E-01 -1.770912E+00
      1405   2  1.819614E+02  4.876655E+01  4.473757E+00  9.519593E+01  6.879135E-01 -1.649992E+00
      1405   3  1.346564E+02  2.517696E+01  1.233335E+00  8.141877E+01 -1.965476E+00  4.435859E+00
      1405   4  1.834057E+02  4.855912E+01  4.848311E+00  9.500541E+01 -1.929121E+00  4.561833E+00
      1405   5  1.504231E+02  9.955380E+00  1.769195E+00  6.725037E+01  2.031607E+00 -3.922383E+00
      1405   6  1.984838E+02  3.410494E+01  5.539705E+00  8.147615E+01  2.110012E+00 -3.950643E+00
      1405   7  1.517485E+02  9.906067E+00  2.212856E+00  6.698799E+01 -6.142230E-01  2.246219E+00
      1405   8  1.999232E+02  3.397698E+01  6.005597E+00  8.113801E+01 -4.919325E-01  2.225181E+00
      1406   1 -3.037963E+02 -7.560412E+01 -2.416868E+01 -1.013217E+02 -5.315719E-01 -2.814319E+00
      1406   2 -1.923264E+02 -1.647729E+01  6.655390E+00 -7.263576E+01 -4.608555E-01 -2.227447E+00
      1406   3 -3.023207E+02 -7.448239E+01 -2.346183E+01 -9.952362E+01 -3.920299E+00  4.187749E+00
      1406   4 -1.907630E+02 -1.561621E+01  7.320970E+00 -7.104812E+01 -3.762091E+00  4.796472E+00
      1406   5 -2.795259E+02 -1.012678E+02 -2.518621E+01 -1.230776E+02  6.606101E-01 -3.593507E+00
      1406   6 -1.692802E+02 -4.069297E+01  5.866417E+00 -9.322733E+01  8.111797E-01 -3.154951E+00
      1406   7 -2.781064E+02 -9.999882E+01 -2.439504E+01 -1.214949E+02 -2.700798E+00  3.340023E+00
      1406   8 -1.677665E+02 -3.968920E+01  6.619483E+00 -9.184359E+01 -2.464603E+00  3.804525E+00
      1407   1 -1.661553E+02 -5.428806E+01 -1.181680E+01 -3.478819E+01 -5.499017E-01 -1.567924E+00
      1407   2 -7.948698E+01 -9.829151E+00  6.953017E+00 -1.211363E+01 -4.697946E-01 -1.202326E+00
      1407   3 -1.640821E+02 -5.309184E+01 -1.089003E+01 -3.355596E+01 -3.822021E+00  5.540710E+00
      1407   4 -7.734123E+01 -8.835180E+00  7.851662E+00 -1.104920E+01 -3.666740E+00  5.923232E+00
      1407   5 -1.443518E+02 -7.563059E+01 -1.199503E+01 -5.396789E+01  8.174143E-01 -2.668760E+00
      1407   6 -5.866535E+01 -3.004048E+01  6.984192E+00 -3.035404E+01  9.785092E-01 -2.449937E+00
      1407   7 -1.423214E+02 -7.429914E+01 -1.097836E+01 -5.292265E+01 -2.430247E+00  4.377910E+00
      1407   8 -5.655695E+01 -2.891453E+01  7.976041E+00 -2.946739E+01 -2.195604E+00  4.617216E+00
      1408   1 -5.085660E+01 -2.942381E+01 -5.161532E+00  1.440866E+01 -2.928723E-01 -1.245636E+00
      1408   2  1.886352E+01  5.341523E+00  6.244843E+00  3.297741E+01 -2.274970E-01 -9.781771E-01
      1408   3 -4.846584E+01 -2.838621E+01 -4.167698E+00  1.525347E+01 -3.339764E+00  5.665429E+00
      1408   4  2.131337E+01  6.214295E+00  7.217493E+00  3.368360E+01 -3.211272E+00  5.944884E+00
      1408   5 -3.097928E+01 -4.788605E+01 -4.772756E+00 -2.826783E+00  1.235230E+00 -2.643215E+00
      1408   6  3.793504E+01 -1.219568E+01  6.829638E+00  1.652008E+01  1.381837E+00 -2.522915E+00
      1408   7 -2.862229E+01 -4.672163E+01 -3.686272E+00 -2.148098E+00 -1.790680E+00  4.213743E+00
      1408   8  4.035582E+01 -1.119863E+01  7.898168E+00  1.706765E+01 -1.582341E+00  4.349057E+00
      1409   1  4.832677E+01 -2.797977E+00 -1.632473E+00  5.198511E+01  6.954052E-02 -1.340775E+00
      1409   2  1.059644E+02  2.525469E+01  5.006566E+00  6.764165E+01  1.231885E-01 -1.077598E+00
      1409   3  5.085440E+01 -2.101393E+00 -6.807411E-01  5.255189E+01 -2.735739E+00  5.279936E+00
      1409   4  1.085438E+02  2.581463E+01  5.942935E+00  6.809215E+01 -2.629188E+00  5.550947E+00
      1409   5  6.666458E+01 -1.931720E+01 -8.533079E-01  3.625534E+01  1.747695E+00 -3.020127E+00
      1409   6  1.236284E+02  9.521157E+00  5.972576E+00  5.257046E+01  1.883451E+00 -2.904151E+00
      1409   7  6.916457E+01 -1.850363E+01  1.914093E-01  3.667110E+01 -1.040031E+00  3.553962E+00
      1409   8  1.261844E+02  1.019622E+01  7.005094E+00  5.287628E+01 -8.525540E-01  3.680321E+00
      1410   1  1.353796E+02  2.454910E+01 -2.356284E-02  8.149778E+01  4.906061E-01 -1.586903E+00
      1410   2  1.840748E+02  4.774715E+01  3.327185E+00  9.501914E+01  5.618580E-01 -1.319372E+00
      1410   3  1.380412E+02  2.497993E+01  9.068689E-01  8.181905E+01 -2.094112E+00  4.744152E+00
      1410   4  1.867922E+02  4.806826E+01  4.251011E+00  9.524394E+01 -1.978110E+00  5.016272E+00
      1410   5  1.524643E+02  9.348585E+00  1.030342E+00  6.695899E+01  2.312866E+00 -3.536066E+00
      1410   6  2.005874E+02  3.323508E+01  4.561636E+00  8.104795E+01  2.470069E+00 -3.413646E+00
      1410   7  1.551037E+02  9.881952E+00  2.052194E+00  6.713888E+01 -2.575857E-01  2.755260E+00
      1410   8  2.032865E+02  3.365757E+01  5.580030E+00  8.113687E+01 -5.666081E-02  2.884422E+00
      1411   1 -2.998041E+02 -7.274872E+01 -2.093290E+01 -9.792369E+01 -1.638814E+00 -2.916204E+00
      1411   2 -1.890533E+02 -1.492161E+01  7.887156E+00 -6.961650E+01 -1.467938E+00 -1.975094E+00
      1411   3 -2.964688E+02 -7.120228E+01 -1.953551E+01 -9.535641E+01 -5.126095E+00  4.649516E+00
      1411   4 -1.857761E+02 -1.371917E+01  9.175487E+00 -6.729828E+01 -4.863964E+00  5.612968E+00
      1411   5 -2.756422E+02 -9.814267E+01 -2.180721E+01 -1.200437E+02  1.298237E-01 -3.502585E+00
      1411   6 -1.660978E+02 -3.887006E+01  7.261552E+00 -9.055279E+01  3.719379E-01 -2.706009E+00
      1411   7 -2.723853E+02 -9.640031E+01 -2.031381E+01 -1.176673E+02 -3.330596E+00  3.988543E+00
      1411   8 -1.628913E+02 -3.747871E+01  8.648929E+00 -8.841526E+01 -2.999118E+00  4.811747E+00
      1412   1 -1.624224E+02 -5.245190E+01 -1.113746E+01 -3.241172E+01 -1.515425E+00 -1.072320E+00
      1412   2 -7.609923E+01 -8.795350E+00  6.571113E+00 -1.004067E+01 -1.373320E+00 -5.135014E-01
      1412   3 -1.585484E+02 -5.048977E+01 -9.432866E+00 -3.052234E+01 -4.774404E+00  6.360557E+00
      1412   4 -7.227821E+01 -7.109971E+00  8.188139E+00 -8.354032E+00 -4.556470E+00  6.935492E+00
      1412   5 -1.406934E+02 -7.353490E+01 -1.114025E+01 -5.190734E+01  4.134391E-01 -1.975638E+00
      1412   6 -5.533954E+01 -2.875097E+01  6.789653E+00 -2.858146E+01  6.277403E-01 -1.563465E+00
      1412   7 -1.368806E+02 -7.138614E+01 -9.333783E+00 -5.018308E+01 -2.822503E+00  5.392178E+00
      1412   8 -5.157330E+01 -2.688466E+01  8.511544E+00 -2.705184E+01 -2.533962E+00  5.824102E+00
      1413   1 -4.727003E+01 -2.850168E+01 -5.842199E+00  1.609512E+01 -9.670992E-01 -8.825347E-01
      1413   2  2.239803E+01  5.840105E+00  5.244359E+00  3.441190E+01 -8.824195E-01 -4.580860E-01
      1413   3 -4.328345E+01 -2.674741E+01 -4.145387E+00  1.754580E+01 -3.919322E+00  6.159516E+00
      1413   4  2.633034E+01  7.360968E+00  6.865656E+00  3.569177E+01 -3.772763E+00  6.594431E+00
      1413   5 -2.744747E+01 -4.671504E+01 -5.265060E+00 -1.420480E+00  1.105239E+00 -2.080253E+00
      1413   6  4.142322E+01 -1.145349E+01  6.022950E+00  1.768707E+01  1.260923E+00 -1.805998E+00
      1413   7 -2.351200E+01 -4.478185E+01 -3.464636E+00 -1.150615E-01 -1.827972E+00  4.906422E+00
      1413   8  4.530989E+01 -9.758596E+00  7.750666E+00  1.882822E+01 -1.611719E+00  5.194164E+00
      1414   1  5.193949E+01 -2.660931E+00 -2.763042E+00  5.316511E+01 -3.251558E-01 -1.266702E+00
      1414   2  1.096494E+02  2.515097E+01  3.870740E+00  6.861086E+01 -2.511315E-01 -8.455007E-01
      1414   3  5.588979E+01 -1.375461E+00 -1.198218E+00  5.427005E+01 -3.006968E+00  5.402168E+00
      1414   4  1.135602E+02  2.624524E+01  5.376623E+00  6.957404E+01 -2.881496E+00  5.829810E+00
      1414   5  7.023314E+01 -1.895200E+01 -1.796924E+00  3.718047E+01  1.878275E+00 -2.747119E+00
      1414   6  1.272760E+02  9.640951E+00  5.027275E+00  5.329550E+01  2.026282E+00 -2.475140E+00
      1414   7  7.413932E+01 -1.750663E+01 -1.313778E-01  3.815281E+01 -7.880836E-01  3.874324E+00
      1414   8  1.311476E+02  1.089151E+01  6.636721E+00  5.413167E+01 -5.897420E-01  4.155269E+00
      1415   1  1.391630E+02  2.416283E+01 -1.270053E+00  8.222342E+01  3.563501E-01 -1.724337E+00
      1415   2  1.878035E+02  4.702951E+01  1.760055E+00  9.557142E+01  4.824287E-01 -1.289367E+00
      1415   3  1.431452E+02  2.507618E+01  2.104848E-01  8.300340E+01 -2.149026E+00  4.739142E+00
      1415   4  1.917772E+02  4.779638E+01  3.203978E+00  9.623791E+01 -1.978356E+00  5.178172E+00
      1415   5  1.562129E+02  9.159218E+00 -3.497920E-02  6.744516E+01  2.689397E+00 -3.472634E+00
      1415   6  2.042888E+02  3.271271E+01  3.182852E+00  8.137007E+01  2.898087E+00 -3.180747E+00
      1415   7  1.601581E+02  1.020326E+01  1.541666E+00  6.809865E+01  1.965558E-01  2.949255E+00
      1415   8  2.082298E+02  3.360807E+01  4.725928E+00  8.191500E+01  4.488346E-01  3.247353E+00
      1416   1 -2.923047E+02 -6.893652E+01 -1.612120E+01 -9.315148E+01 -2.273654E+00 -3.181782E+00
      1416   2 -1.831296E+02 -1.315317E+01  9.187984E+00 -6.529268E+01 -2.007532E+00 -1.887359E+00
      1416   3 -2.866890E+02 -6.672232E+01 -1.383508E+01 -8.970128E+01 -6.001897E+00  5.317646E+00
      1416   4 -1.777464E+02 -1.138323E+01  1.128425E+01 -6.213768E+01 -5.637025E+00  6.636273E+00
      1416   5 -2.682912E+02 -9.397239E+01 -1.683263E+01 -1.155913E+02  1.766687E-01 -3.520186E+00
      1416   6 -1.602971E+02 -3.674514E+01  8.757613E+00 -8.653167E+01  5.041144E-01 -2.367415E+00
      1416   7 -2.627755E+02 -9.149855E+01 -1.443126E+01 -1.123022E+02 -3.524052E+00  4.895085E+00
      1416   8 -1.550046E+02 -3.472556E+01  1.097206E+01 -8.352912E+01 -3.099839E+00  6.076718E+00
      1417   1 -1.562257E+02 -5.002208E+01 -1.067249E+01 -2.879810E+01 -1.827399E+00 -1.267160E+00
      1417   2 -7.044568E+01 -7.267444E+00  5.971295E+00 -6.800039E+00 -1.781060E+00 -4.210428E-01
      1417   3 -1.505344E+02 -4.749196E+01 -8.243401E+00 -2.598214E+01 -5.045364E+00  6.466448E+00
      1417   4 -6.501349E+01 -5.141240E+00  8.213414E+00 -4.246040E+00 -4.924148E+00  7.326644E+00
      1417   5 -1.345987E+02 -7.073478E+01 -1.046152E+01 -4.856706E+01  7.586726E-01 -1.918304E+00
      1417   6 -4.977413E+01 -2.686197E+01  6.413895E+00 -2.560076E+01  8.526644E-01 -1.232694E+00
      1417   7 -1.289906E+02 -6.792253E+01 -7.906654E+00 -4.588137E+01 -2.437627E+00  5.747102E+00
      1417   8 -4.441745E+01 -2.446394E+01  8.783837E+00 -2.317065E+01 -2.270231E+00  6.450509E+00
      1418   1 -4.160745E+01 -2.715158E+01 -6.752454E+00  1.893955E+01 -1.132408E+00 -1.340407E+00
      1418   2  2.783347E+01  6.679514E+00  4.023030E+00  3.694024E+01 -1.215640E+00 -5.576574E-01
      1418   3 -3.633181E+01 -2.533216E+01 -4.639286E+00  2.129176E+01 -3.968027E+00  5.804937E+00
      1418   4  3.286276E+01  8.146697E+00  5.967599E+00  3.906672E+01 -3.992509E+00  6.595330E+00
      1418   5 -2.186698E+01 -4.500539E+01 -5.952557E+00  1.185146E+00  1.550336E+00 -2.305422E+00
      1418   6  4.678593E+01 -1.026509E+01  5.027617E+00  1.998736E+01  1.509018E+00 -1.691254E+00
      1418   7 -1.666552E+01 -4.291240E+01 -3.714088E+00  3.427320E+00 -1.267981E+00  4.783032E+00
      1418   8  5.174762E+01 -8.533456E+00  7.099361E+00  2.200876E+01 -1.251690E+00  5.407858E+00
      1419   1  5.744337E+01 -2.128860E+00 -4.063199E+00  5.533490E+01 -4.630242E-01 -1.835773E+00
      1419   2  1.150586E+02  2.534499E+01  2.500280E+00  7.052080E+01 -4.930697E-01 -1.167222E+00
      1419   3  6.262702E+01 -5.870544E-01 -2.041339E+00  5.713518E+01 -3.014898E+00  4.876567E+00
      1419   4  1.200655E+02  2.661167E+01  4.396928E+00  7.214051E+01 -2.996053E+00  5.549347E+00
      1419   5  7.566731E+01 -1.810308E+01 -2.884420E+00  3.913061E+01  2.301070E+00 -3.108376E+00
      1419   6  1.326233E+02  1.014351E+01  3.872010E+00  5.499504E+01  2.324622E+00 -2.601690E+00
      1419   7  8.078762E+01 -1.633026E+01 -7.465384E-01  4.082586E+01 -2.371511E-01  3.555610E+00
      1419   8  1.375726E+02  1.163451E+01  5.886852E+00  5.651408E+01 -1.656920E-01  4.069029E+00
      1420   1  1.447776E+02  2.411675E+01 -2.560137E+00  8.376698E+01  2.368382E-01 -2.259942E+00
      1420   2  1.934675E+02  4.680685E+01  6.138917E-01  9.691019E+01  3.605395E-01 -1.599716E+00
      1420   3  1.499554E+02  2.527989E+01 -6.357240E-01  8.506941E+01 -2.126067E+00  4.198985E+00
      1420   4  1.985527E+02  4.777472E+01  2.462039E+00  9.807685E+01 -1.959043E+00  4.862106E+00
      1420   5  1.617693E+02  9.366226E+00 -1.127328E+00  6.877667E+01  3.097522E+00 -3.816343E+00
      1420   6  2.099020E+02  3.273839E+01  2.238727E+00  8.250506E+01  3.294809E+00 -3.302096E+00
